state_key,loss,n_cycles,step_fraction,decay_factor,loss_type,huber_delta,relative_floor_frac,relative_floor_abs
decrease|decrease|narrow_optimum|decrease|more_fruit_growth|decrease|lower_sensitivity|shift_cold|increase|more_veg_growth,0.4826164599729709,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|decrease|more_fruit_growth|decrease|none|widen_optimum|decrease|lower_resp_cost,0.49683915205201484,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|decrease|more_fruit_growth|increase|lower_sensitivity|widen_optimum|higher_sensitivity|lower_sensitivity,0.46571168576189065,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|decrease|more_fruit_growth|none|decrease|shift_warm|lower_sensitivity|lower_sensitivity,0.4965080534092245,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|decrease|more_fruit_growth|none|lower_sensitivity|narrow_optimum|decrease|none,0.4983131307092161,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|decrease|more_veg_growth|decrease|increase|shift_cold|none|more_veg_growth,0.4959385833269144,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|decrease|more_veg_growth|decrease|none|shift_warm|higher_sensitivity|lower_sensitivity,0.4797342982926116,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|decrease|more_veg_growth|increase|increase|narrow_optimum|decrease|higher_resp_cost,0.4990064414023536,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|decrease|more_veg_growth|increase|lower_sensitivity|none|decrease|more_fruit_growth,0.4982350197242665,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|decrease|more_veg_growth|increase|lower_sensitivity|widen_optimum|none|higher_sensitivity,0.4906638642042164,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|decrease|none|increase|higher_sensitivity|none|lower_sensitivity|higher_resp_cost,0.49767397269627983,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|decrease|none|none|lower_sensitivity|shift_warm|decrease|higher_sensitivity,0.49750365792079604,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|higher_resp_cost|decrease|higher_sensitivity|shift_cold|none|more_veg_growth,0.45499814562870217,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|higher_resp_cost|decrease|increase|shift_cold|none|lower_sensitivity,0.4553318015741144,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|higher_resp_cost|increase|decrease|narrow_optimum|lower_sensitivity|none,0.4659050801665953,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|higher_resp_cost|increase|decrease|shift_warm|increase|none,0.4223783906191723,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|higher_resp_cost|increase|none|widen_optimum|increase|higher_resp_cost,0.4221061034169504,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|higher_resp_cost|none|decrease|narrow_optimum|lower_sensitivity|higher_sensitivity,0.46667574692835995,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|higher_sensitivity|decrease|higher_sensitivity|narrow_optimum|increase|higher_resp_cost,0.4605212921961371,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|higher_sensitivity|decrease|none|widen_optimum|none|higher_sensitivity,0.41885536737659645,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|higher_sensitivity|increase|decrease|shift_cold|lower_sensitivity|higher_resp_cost,0.46388174455473047,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|higher_sensitivity|increase|decrease|shift_cold|none|more_veg_growth,0.45169174503283016,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|higher_sensitivity|increase|increase|none|none|more_fruit_growth,0.41805158544491644,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|higher_sensitivity|increase|lower_sensitivity|narrow_optimum|increase|more_veg_growth,0.4482447066170232,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|higher_sensitivity|increase|none|narrow_optimum|lower_sensitivity|more_veg_growth,0.4635502156335189,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|higher_sensitivity|none|none|widen_optimum|lower_sensitivity|more_veg_growth,0.43377716628274815,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|lower_resp_cost|decrease|higher_sensitivity|shift_cold|higher_sensitivity|more_veg_growth,0.4386977928452995,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|lower_resp_cost|decrease|increase|none|increase|more_veg_growth,0.42598029812662436,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|lower_resp_cost|decrease|increase|shift_warm|increase|more_fruit_growth,0.3940755018004949,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|lower_resp_cost|decrease|increase|shift_warm|none|higher_sensitivity,0.41614579282844394,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|lower_resp_cost|decrease|none|shift_warm|decrease|none,0.4562810808283517,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|lower_resp_cost|increase|higher_sensitivity|none|decrease|lower_sensitivity,0.46295116375603745,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|lower_resp_cost|increase|lower_sensitivity|narrow_optimum|none|higher_resp_cost,0.45178993726556566,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|lower_resp_cost|increase|lower_sensitivity|none|lower_sensitivity|lower_resp_cost,0.4430337110951125,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|lower_resp_cost|none|higher_sensitivity|shift_warm|lower_sensitivity|lower_sensitivity,0.4321067398646306,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|lower_resp_cost|none|none|shift_cold|higher_sensitivity|higher_sensitivity,0.44157329335868045,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|lower_resp_cost|none|none|shift_warm|none|none,0.41600077189881285,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|lower_sensitivity|decrease|decrease|none|higher_sensitivity|more_veg_growth,0.41971158582898055,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|lower_sensitivity|decrease|increase|shift_cold|decrease|more_fruit_growth,0.4710161136032096,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|lower_sensitivity|increase|increase|none|increase|none,0.4338201787593454,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|lower_sensitivity|none|increase|narrow_optimum|none|more_veg_growth,0.4519171092290834,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|more_fruit_growth|decrease|lower_sensitivity|widen_optimum|decrease|lower_sensitivity,0.44371880088738674,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|more_fruit_growth|increase|lower_sensitivity|narrow_optimum|none|higher_resp_cost,0.43679388252465357,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|more_veg_growth|decrease|higher_sensitivity|narrow_optimum|higher_sensitivity|higher_resp_cost,0.44996925091877465,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|more_veg_growth|decrease|increase|shift_cold|none|higher_resp_cost,0.45814007742891016,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|more_veg_growth|none|higher_sensitivity|shift_warm|decrease|higher_resp_cost,0.46343175783691953,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|more_veg_growth|none|lower_sensitivity|none|increase|none,0.43537868252656137,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|none|decrease|higher_sensitivity|widen_optimum|higher_sensitivity|none,0.4060744851991405,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|none|decrease|increase|none|lower_sensitivity|lower_resp_cost,0.44725841482492074,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|none|increase|higher_sensitivity|shift_cold|lower_sensitivity|higher_sensitivity,0.4618913785994551,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|none|none|higher_sensitivity|shift_cold|decrease|none,0.47553945556932437,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|none|none|lower_sensitivity|shift_warm|decrease|more_fruit_growth,0.44696008506447993,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|higher_sensitivity|none|none|none|narrow_optimum|increase|higher_resp_cost,0.4591993268832841,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_resp_cost|decrease|decrease|narrow_optimum|increase|lower_sensitivity,0.4486914374473163,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_resp_cost|decrease|decrease|widen_optimum|decrease|higher_resp_cost,0.4612710478980664,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_resp_cost|decrease|higher_sensitivity|narrow_optimum|lower_sensitivity|more_veg_growth,0.4712736484020284,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_resp_cost|decrease|higher_sensitivity|widen_optimum|lower_sensitivity|none,0.44753041001899624,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_resp_cost|decrease|increase|shift_cold|decrease|more_fruit_growth,0.46975256303269614,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_resp_cost|decrease|increase|shift_warm|increase|more_fruit_growth,0.376063452458589,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_resp_cost|increase|decrease|widen_optimum|lower_sensitivity|none,0.44576786007822844,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_resp_cost|increase|increase|narrow_optimum|decrease|higher_sensitivity,0.47604523391454695,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_resp_cost|increase|increase|none|lower_sensitivity|lower_resp_cost,0.4540171817631133,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_resp_cost|increase|increase|widen_optimum|decrease|lower_sensitivity,0.45426625388173253,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_resp_cost|increase|lower_sensitivity|none|decrease|higher_sensitivity,0.46530362654921714,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_resp_cost|none|decrease|shift_warm|increase|more_veg_growth,0.38721666650362224,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_resp_cost|none|increase|widen_optimum|decrease|higher_sensitivity,0.45541362723278017,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_resp_cost|none|none|shift_cold|none|higher_resp_cost,0.4643590967685472,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_resp_cost|none|none|widen_optimum|none|higher_resp_cost,0.43091390276008235,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_sensitivity|decrease|increase|shift_warm|decrease|more_fruit_growth,0.44270143880320756,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_sensitivity|decrease|lower_sensitivity|none|none|more_fruit_growth,0.424655334852077,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_sensitivity|decrease|lower_sensitivity|widen_optimum|increase|lower_resp_cost,0.3994021391870277,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_sensitivity|decrease|none|narrow_optimum|lower_sensitivity|lower_sensitivity,0.47202265663888543,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_sensitivity|increase|higher_sensitivity|narrow_optimum|increase|more_fruit_growth,0.41335401347023026,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_sensitivity|increase|lower_sensitivity|narrow_optimum|increase|higher_resp_cost,0.4431538398317613,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_sensitivity|increase|none|shift_cold|lower_sensitivity|higher_resp_cost,0.4693404260172243,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|higher_sensitivity|none|increase|none|lower_sensitivity|higher_sensitivity,0.45416356967311394,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_resp_cost|decrease|decrease|shift_cold|higher_sensitivity|higher_resp_cost,0.45532365330429064,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_resp_cost|decrease|higher_sensitivity|narrow_optimum|lower_sensitivity|more_fruit_growth,0.45972902068483257,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_resp_cost|decrease|increase|shift_warm|increase|higher_resp_cost,0.3989957821343977,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_resp_cost|decrease|lower_sensitivity|shift_cold|decrease|higher_sensitivity,0.4740792562698366,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_resp_cost|decrease|lower_sensitivity|shift_cold|higher_sensitivity|more_veg_growth,0.4396470645520924,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_resp_cost|increase|decrease|shift_warm|higher_sensitivity|lower_resp_cost,0.40774603456810415,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_resp_cost|increase|decrease|widen_optimum|decrease|higher_resp_cost,0.4540548504632928,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_resp_cost|increase|higher_sensitivity|narrow_optimum|lower_sensitivity|higher_sensitivity,0.4673048728484784,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_resp_cost|increase|higher_sensitivity|widen_optimum|higher_sensitivity|lower_resp_cost,0.40584921211034763,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_resp_cost|increase|increase|narrow_optimum|lower_sensitivity|higher_resp_cost,0.4681636411845325,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_resp_cost|increase|lower_sensitivity|shift_warm|lower_sensitivity|higher_resp_cost,0.43900111962166877,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_resp_cost|none|decrease|narrow_optimum|decrease|lower_resp_cost,0.4745387829966429,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_resp_cost|none|increase|none|higher_sensitivity|higher_sensitivity,0.42552095361286274,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_resp_cost|none|lower_sensitivity|shift_cold|increase|higher_resp_cost,0.44057866122990036,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_sensitivity|decrease|decrease|none|increase|more_veg_growth,0.40702285215581474,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_sensitivity|decrease|decrease|shift_cold|increase|higher_sensitivity,0.44540687660764333,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_sensitivity|increase|decrease|widen_optimum|decrease|higher_resp_cost,0.45651290079211776,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_sensitivity|increase|decrease|widen_optimum|none|more_veg_growth,0.41877239882414646,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_sensitivity|increase|lower_sensitivity|narrow_optimum|decrease|higher_sensitivity,0.4751056661333035,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_sensitivity|none|decrease|shift_warm|increase|more_veg_growth,0.3853380802176351,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|lower_sensitivity|none|none|shift_cold|increase|lower_resp_cost,0.44139732444528984,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|more_fruit_growth|decrease|decrease|shift_cold|lower_sensitivity|more_fruit_growth,0.45456372136860074,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|more_fruit_growth|decrease|lower_sensitivity|widen_optimum|none|lower_resp_cost,0.3982698608347772,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|more_fruit_growth|increase|decrease|none|increase|higher_sensitivity,0.38582930097921414,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|more_fruit_growth|increase|decrease|widen_optimum|decrease|higher_resp_cost,0.43765208381072357,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|more_fruit_growth|increase|none|none|higher_sensitivity|lower_sensitivity,0.3955845965893547,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|more_fruit_growth|increase|none|widen_optimum|decrease|lower_sensitivity,0.43410837238607064,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|more_fruit_growth|none|increase|shift_cold|none|lower_sensitivity,0.43594039680370344,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|more_fruit_growth|none|none|widen_optimum|higher_sensitivity|none,0.37849336154558144,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|more_veg_growth|decrease|increase|widen_optimum|none|none,0.42766374224536224,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|more_veg_growth|decrease|none|widen_optimum|increase|more_fruit_growth,0.38368475048051476,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|more_veg_growth|none|increase|shift_cold|none|higher_sensitivity,0.45937524637394384,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|none|decrease|decrease|shift_warm|decrease|higher_resp_cost,0.45959901671238473,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|none|decrease|increase|widen_optimum|increase|lower_resp_cost,0.3987990692714614,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|none|decrease|lower_sensitivity|none|decrease|higher_sensitivity,0.46623603971472516,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|none|increase|decrease|shift_cold|higher_sensitivity|lower_sensitivity,0.4535926455218077,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|none|increase|increase|shift_cold|increase|more_fruit_growth,0.40969104753156893,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|increase|none|increase|none|none|higher_sensitivity|lower_resp_cost,0.4273237685887452,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|lower_sensitivity|higher_resp_cost|decrease|lower_sensitivity|widen_optimum|decrease|higher_resp_cost,0.4972151084528056,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|lower_sensitivity|higher_resp_cost|decrease|lower_sensitivity|widen_optimum|none|higher_resp_cost,0.48228240821402074,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|lower_sensitivity|higher_resp_cost|decrease|none|shift_warm|lower_sensitivity|lower_resp_cost,0.49493896134935267,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|lower_sensitivity|higher_resp_cost|increase|lower_sensitivity|shift_cold|none|none,0.48935344950844667,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|lower_sensitivity|higher_resp_cost|increase|lower_sensitivity|shift_warm|increase|higher_resp_cost,0.46728080521963616,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
decrease|decrease|narrow_optimum|lower_sensitivity|higher_resp_cost|increase|lower_sensitivity|widen_optimum|increase|higher_sensitivity,0.46602685974543684,2,0.15,0.5,huber_relative,1.0,0.05,1e-06
